Company,Type,City,State / Province,Country
Smoking Gun Interactive, Developer,Vancouver,British Columbia,Canada
Sonderlust Studios, Developer,Vancouver,British Columbia,Canada
Space Bullet Dynamics Corporation, Developer,Vancouver,British Columbia,Canada
Take-Two Interactive Vancouver, Developer and Publisher,Vancouver,British Columbia,Canada
Techland, Developer,Burnaby,British Columbia,Canada
The Coalition (Microsoft Studios), Developer,Vancouver,British Columbia,Canada
This Game Studio, Online,Vancouver,British Columbia,Canada
Thorium, Developer,Vancouver,British Columbia,Canada
Truly Social Games, Mobile,Vancouver,British Columbia,Canada
Vblank Entertainment, Developer,Vancouver,British Columbia,Canada
Women in Games International (WIGI) Vancouver, Organization,Vancouver,British Columbia,Canada
17-Bit, Developer,Seattle,Washington,United States
343 Industries (Microsoft Game Studios), Developer,Redmond,Washington,United States
5th Cell, Developer,Bellevue,Washington,United States
8 Circuit Studios, Developer,Seattle,Washington,United States
Aerryx, Developer,Spokane Valley,Washington,United States
Against Gravity, Virtual Reality,Seattle,Washington,United States
Aggro Crab Games, Developer,Seattle,Washington,United States
Amazon Game Studios, Developer,Seattle,Washington,United States
Archetype Studios, Online,Seattle,Washington,United States
ArenaNet (NCsoft), Online,Bellevue,Washington,United States
AuthorDigital, Developer,Seattle,Washington,United States
Beep Industries, Developer,Bothell,Washington,United States
Big Fish Games, Developer and Publisher,Seattle,Washington,United States
BigBox VR, Virtual Reality,Seattle,Washington,United States
Blackpowder Games, Developer,Seattle,Washington,United States
Boomzap, Publisher,Seattle,Washington,United States
Bright Blue Games, Mobile,Seattle,Washington,United States
Bungie Studios, Developer,Bellevue,Washington,United States
Camouflaj, Developer,Bellevue,Washington,United States
Campo Santo (Valve Corporation), Developer,Bellevue,Washington,United States
Carbon Games, Developer,Bellevue,Washington,United States
Cascade Game Foundry, Developer,Seattle,Washington,United States
Cat Daddy Games, Developer,Bellevue,Washington,United States
CatDate, Developer,Seattle,Washington,United States
Cauldron Studios (ProbablyMonsters), Developer,Bellevue,Washington,United States
City State Entertainment, Developer,Kirkland,Washington,United States
ConcernedApe, Developer,Seattle,Washington,United States
Crystal Northwest, Developer,Bellevue,Washington,United States
Cyan Worlds, Developer,Spokane,Washington,United States
Daily Magic Games, Developer,Seattle,Washington,United States
Daily Magic Productions, Developer,Seattle,Washington,United States
Dan Fornace, Developer,Seattle,Washington,United States
Digital Eel, Developer,Kirkland,Washington,United States
Double Damage Games, Developer,Seattle,Washington,United States
Double Down Interactive, Online,Seattle,Washington,United States
Doublebear Productions, Developer,Seattle,Washington,United States
Drifter VR, Virtual Reality,Seattle,Washington,United States
E-Line Media, Publisher,Bellevue,Washington,United States
Eastshade Studios, Developer,Bellevue,Washington,United States
Ember Entertainment, Mobile,Seattle,Washington,United States
En Masse Entertainment, Online,Seattle,Washington,United States
Endeavor One, Virtual Reality,Seattle,Washington,United States
Epic Seattle, Developer,Bellevue,Washington,United States
Epic Venture Games (Big Fish Games), Mobile,Seattle,Washington,United States
Exato Games, Developer,Lynnwood,Washington,United States
Fair Worlds, Virtual Reality,Seattle,Washington,United States
Fat Loot Games, Mobile,Seattle,Washington,United States
Final Strike Games, Developer,Seattle,Washington,United States
Firewalk Studios (ProbablyMonsters), Developer,Bellevue,Washington,United States
Firsthand technology, Virtual Reality,Seattle,Washington,United States
Firsthand Technology, Virtual Reality,Seattle,Washington,United States
Firsthand Technology, Health,Seattle,Washington,United States
Flowplay, Online,Seattle,Washington,United States
Fun Bits, Developer,Seattle,Washington,United States
GameHouse - Seattle, Developer,Seattle,Washington,United States
Gameloft, Mobile,Seattle,Washington,United States
gamesto.love, Developer,Seattle,Washington,United States
Giant Army, Developer,Seattle,Washington,United States
Giant Cranium, Virtual Reality,Seattle,Washington,United States
Giant Enemy Crab, Developer,Seattle,Washington,United States
Glumberland, Developer,Seattle,Washington,United States
Good Science Studio (Microsoft Game Studios), Developer,Redmond,Washington,United States
Grunka Munka Games, Developer,Seattle,Washington,United States
Guppy Games, Mobile,Bellevue,Washington,United States
Hardsuit Labs, Developer,Seattle,Washington,United States
Harebrained Schemes, Developer,Kirkland,Washington,United States
Hashbang Games, Mobile,Seattle,Washington,United States
Her Interactive, Developer and Publisher,Bellevue,Washington,United States
Hidden Path Entertainment, Developer,Bellevue,Washington,United States
Highwire Games, Virtual Reality,Seattle,Washington,United States
Hipsoft, Developer,Redmond,Washington,United States
Holospark, Developer,Seattle,Washington,United States
Hopoo Games, Developer,Seattle,Washington,United States
Hyperspace XR, Virtual Reality,Seattle,Washington,United States
Ice Water Games, Developer,Seattle,Washington,United States
igda Seattle Chapter, Organization,Seattle,Washington,United States
Illfonic, Developer,Tacoma,Washington,United States
Imagos Softworks, Developer,Seattle,Washington,United States
IndiMo Labs, Virtual Reality,Seattle,Washington,United States
Infinut, Mobile,Seattle,Washington,United States
Inquisiment, Developer,Seattle,Washington,United States
Jintronix, Health,Seattle,Washington,United States
Jumo, Mobile,Seattle,Washington,United States
Leaftail Labs, Virtual Reality,Seattle,Washington,United States
Limitless , Virtual Reality,Bellevue,Washington,United States
Linden Lab, Online,Seattle,Washington,United States
Litesprite, Serious Games,Bellevue,Washington,United States
Lost Lake Games, Developer,Seattle,Washington,United States
Lunar Ray Games, Developer,Seattle,Washington,United States
Magic Leap, Virtual Reality,Seattle,Washington,United States
Manaworks, Developer,Bellevue,Washington,United States
Marauder Interactive, Developer,Seattle,Washington,United States
Masonic Studios, Developer,Seattle,Washington,United States
Mega Crit Games, Developer,Seattle,Washington,United States
Microsoft Game Studios, Publisher,Redmond,Washington,United States
Midwinter Entertainment, Developer,Kirkland,Washington,United States
Monolith Productions (Warner Brothers Games), Developer,Kirkland,Washington,United States
Monster Squad Games, Developer,Seattle,Washington,United States
NCsoft West, Online,Seattle,Washington,United States
Niantic, Developer,Seattle,Washington,United States
Nintendo of America, Developer and Publisher,Redmond,Washington,United States
No Goblin, Developer,Seattle,Washington,United States
No Matter Studios, Developer,Kirkland,Washington,United States
Oculus VR, Virtual Reality,Seattle,Washington,United States
Outerloop Games, Virtual Reality,Bothell,Washington,United States
Owldragon Games, Developer,Seattle,Washington,United States
Paranoid Productions, Developer,Seattle,Washington,United States
Pine Street Codeworks, Developer,Seattle,Washington,United States
Pluto VR, Virtual Reality,Seattle,Washington,United States
Polyarc, Virtual Reality,Seattle,Washington,United States
PopCap Games (Electronic Arts), Developer and Publisher,Seattle,Washington,United States
Private Division, Publisher,Seattle,Washington,United States
Probably Monsters, Developer,Issaquah,Washington,United States
RealNetworks, Publisher,Seattle,Washington,United States
Refract Studios, Developer,Seattle,Washington,United States
Rocketcat Games, Developer,Bremerton,Washington,United States
Seattle Indies, Organization,Seattle,Washington,United States
Serellan, Developer,Seattle,Washington,United States
Sharkbite Games, Developer,Issaquah,Washington,United States
Signal Studios, Online,Bothell,Washington,United States
SkyRocket Studios (Big Fish Games), Mobile,Seattle,Washington,United States
Smashing Ideas, Mobile,Seattle,Washington,United States
Soulbound Studios, Online,Bellevue,Washington,United States
Spiderweb Software, Developer,Seattle,Washington,United States
Spry Fox, Developer,Juanita,Washington,United States
Star Theory Games, Developer,Bellevue,Washington,United States
Stellar Jockeys, Developer,Seattle,Washington,United States
Strange Loop Games, Developer,Seattle,Washington,United States
Stray Bombay Company, Developer,Seattle,Washington,United States
STRIVR, Serious Games,Bellevue,Washington,United States
Studio 216, Virtual Reality,Seattle,Washington,United States
Studio Wildcard, Developer,Kirkland,Washington,United States
Stumbling Cat, Developer,Seattle,Washington,United States
Subset Games, Developer,Seattle,Washington,United States
Sucker Punch Productions (Sony), Developer,Bellevue,Washington,United States
SuckerFree Games, Developer,Seattle,Washington,United States
Sunbreak Games, Mobile,Kirkland,Washington,United States
System Era Softworks, Developer,Seattle,Washington,United States
Taco Truck Games, Developer,Seattle,Washington,United States
Take This, Organization,Kirkland,Washington,United States
Tenacious Entertainment, Mobile,Bellevue,Washington,United States
The Pokemon Company International, Developer,Bellevue,Washington,United States
The Quantum Astrophysicists Guild, Developer,Redmond,Washington,United States
The Spiraloid Workshop, Virtual Reality,Seattle,Washington,United States
Timbre Interactive, Developer,Seattle,Washington,United States
TinkerHouse Games, Mobile,Seattle,Washington,United States
tinyBuild Games, Developer and Publisher,Seattle,Washington,United States
Tomorrow Today Labs, Virtual Reality,Seattle,Washington,United States
Turn 10 Studios, Developer,Redmond,Washington,United States
Uber Entertainment, Developer,Bellevue,Washington,United States
Undead Labs (Microsoft), Online,Seattle,Washington,United States
Underflow Studios, Developer,Everett,Washington,United States
Upper One Games, Developer,Seattle,Washington,United States
V1 Interactive, Developer,Redmond,Washington,United States
Valkyrie Entertainment, Developer,Seattle,Washington,United States
Valve Corporation, Developer,Bellevue,Washington,United States
Voracious Games, Developer,Seattle,Washington,United States
Washington Interactive Network, Organization,Seattle,Washington,United States
What Up Games, Developer,Monroe,Washington,United States
Wildcard Games, Mobile,Bellevue,Washington,United States
WildTangent, Developer and Publisher,Redmond,Washington,United States
Winter Night Games, Developer,Seattle,Washington,United States
Winterborn Games, Developer,Seattle,Washington,United States
Wizards of the Coast, Developer and Publisher,Renton,Washington,United States
Women in Games International (WIGI) Seattle, Organization,Seattle,Washington,United States
Zachtronics Industries, Developer,Redmond,Washington,United States
Zhurosoft, Mobile,Seattle,Washington,United States
2 Ton Studios, Developer,Berkeley,California,United States
2020Venture, Developer,San Francisco,California,United States
2D Boy, Developer,San Francisco,California,United States
2K Games, Developer and Publisher,Novato,California,United States
